打印次数,发货小包装数量,发货金额,发货毛重,发货体积,发货大包装数量,调整单对应的原单,代垫费用应收金额,WMS系统实际拣货数量,发货单WMS系统锁定库存优先级,折扣金额,provience,time
0,88,26555.7,0.668,0.116,88.0,194988822,0.0,0,5,0.0,湖南,2020-01-04 00:00:00
0,35,7304.52,0.318,0.043,35.0,194985668,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,56,0.0,0.68,0.062,56.0,194979897,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,15,0.0,1.25,0.01025333,0.08333333,194995897,78.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,3,1294.0,0.0772,0.016,3.0,195009237,0.0,0,5,498.0,湖南,2020-01-13 00:00:00
0,13,2285.0,2.322,0.116,13.0,195009244,0.0,0,5,2285.0,湖南,2020-01-13 00:00:00
3,10,54.8,3.695,0.00666563,0.25,194935090,0.0,10,5,0.0,湖南,2020-01-12 00:00:00
3,120,837.2,11.68,0.1926,5.0625,194934869,0.0,120,5,0.0,湖南,2020-01-12 00:00:00
3,435,2087.84,44.141,0.82275,16.1,194932571,0.0,435,5,0.0,湖南,2020-01-12 00:00:00
0,53,0.0,7.54166667,0.01849323,2.71333333,194999900,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
1,573,2865.62,85.5272519,1.47302419,24.07537878,194940231,0.0,573,5,0.0,湖南,2020-01-13 00:00:00
1,13,0.0,0.29983,0.0551,13.0,194709959,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,22,0.0,0.34563,0.0393,22.0,194665749,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,16,2406.4,2.0,2.0,4.0,194597296,0.0,16,5,0.0,湖南,2020-01-07 00:00:00
1,6,1488.96,8.6,0.03841266,1.0,194640323,0.0,6,5,0.0,湖南,2020-01-07 00:00:00
1,24,6505.62,34.4,0.15365064,4.0,194641131,0.0,24,5,0.0,湖南,2020-01-07 00:00:00
1,70,130.0,22.0,0.44704,7.0,194833244,0.0,0,5,0.0,湖南,2020-01-10 00:00:00
1,1512,5178.6,567.0,0.9828,126.0,194974974,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,200000,72320.0,16.66666667,1.66666667,16666.66666667,195018914,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,31,12260.0,1.868,0.163,31.0,194988556,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,4,914.0,2.0,0.04,4.0,195009245,0.0,0,5,159.0,湖南,2020-01-13 00:00:00
0,1,338.0,3e-05,0.0001,1.0,195009249,0.0,0,5,100.0,湖南,2020-01-13 00:00:00
0,1,188.0,0.0336,0.003,1.0,195009250,0.0,0,5,50.0,湖南,2020-01-13 00:00:00
3,175,1111.6,22.65725,0.30250625,7.375,194927428,0.0,175,5,0.0,湖南,2020-01-12 00:00:00
0,98,0.0,2.78,0.1225,2.45,195004622,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,6,243.0,0.66,0.006,6.0,195021995,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,7,0.0,2.41333334,0.00659952,0.32261905,194991219,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,4,0.0,0.6,0.00295834,0.23333334,194989027,0.0,0,5,0.0,湖南,2020-01-11 00:00:00
0,5,0.0,1.96666667,0.00460333,0.33333332,194988832,0.0,0,5,0.0,湖南,2020-01-11 00:00:00
0,2,0.0,0.69666667,0.001125,0.22916667,194988781,0.0,0,5,0.0,湖南,2020-01-11 00:00:00
1,64,22820.0,2.568,0.318,64.0,194982036,0.0,64,5,0.0,湖南,2020-01-13 00:00:00
1,240,780.0,90.0,0.156,20.0,194702513,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,348,1524.0,126.0,3.1872,30.0,194858224,0.0,0,5,0.0,湖南,2020-01-10 00:00:00
0,7,1295.6,200.162,0.021,7.0,195034461,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,6,0.0,5.90000001,0.19227511,0.99999999,194972763,1090.38,6,5,0.0,湖南,2020-01-13 00:00:00
1,14,3799.4,9.93333333,0.04853477,1.33333333,195015032,0.0,14,5,0.0,湖南,2020-01-14 00:00:00
1,8,959.76,0.5,0.5,1.0,194972146,543.76,8,5,543.76,湖南,2020-01-13 00:00:00
1,1308,7015.44,237.7752,64.8269,119.0,194622918,0.0,1308,5,0.0,湖南,2020-01-07 00:00:00
1,6,27.78,0.821,0.00408,0.25,194927913,0.0,6,5,0.0,湖南,2020-01-12 00:00:00
1,6,27.78,0.821,0.00408,0.25,194927949,0.0,6,5,0.0,湖南,2020-01-12 00:00:00
1,5,23.15,0.68416666,0.0034,0.20833334,194927402,0.0,5,5,0.0,湖南,2020-01-12 00:00:00
1,48,48.0,2.352,0.05,1.0,194985816,0.0,48,5,0.0,湖南,2020-01-13 00:00:00
1,41,467.2,20.68666667,0.124981,4.06666666,195041325,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,102,4534.63,8.01,0.15,102.0,195022563,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,41,7892.5,677.404,0.125,41.0,195030509,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,7,1257.45,3.374,0.017,7.0,195029494,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,25,292.8,11.14333333,0.03410967,2.33333334,195040508,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
1,12,136.4,5.84999999,0.01928667,0.91666668,195042292,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
1,960,4963.2,214.0,9.2,80.0,195017884,0.0,960,5,0.0,湖南,2020-01-10 00:00:00
1,960,4704.0,228.0,0.8,80.0,194958068,0.0,960,5,0.0,湖南,2020-01-13 00:00:00
1,23,5069.2,0.558,0.104,23.0,194986621,0.0,23,5,0.0,湖南,2020-01-13 00:00:00
0,106,8248.4,2.4672,0.1194,106.0,195046207,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,12,10320.0,2.0,2.0,2.0,195035750,0.0,12,5,0.0,湖南,2020-01-14 00:00:00
1,50,9978.92,1.912,0.248,50.0,194984100,0.0,50,5,0.0,湖南,2020-01-13 00:00:00
0,3180,8704.0,1915.0,1.102,260.0,194890543,0.0,0,5,0.0,湖南,2020-01-11 00:00:00
1,119,2500.8,49.824,0.777,119.0,194798980,0.0,119,5,0.0,湖南,2020-01-10 00:00:00
2,15880,69019.47,1881.85,36.595,588.0,194959648,0.0,15880,5,0.0,湖南,2020-01-13 00:00:00
1,71,0.0,21.375,0.31166666,4.51666666,194925746,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,1530,8568.02,262.17333333,2.26516653,74.08333333,194926719,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,56,452.52,10.73,0.0825,3.5,194927026,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,11,4041.9,0.028,0.033,11.0,195049685,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,1,0.0,0.002,0.003,1.0,195050809,0.0,0,5,0.0,湖南,2020-01-14 14:53:28
1,90,0.0,26.2476,0.4644,90.0,195021780,0.0,90,5,0.0,湖南,2020-01-14 00:00:00
0,11,2235.5,0.37,0.177,11.0,195039318,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,1,0.0,0.02,0.005,1.0,195052776,0.0,0,5,0.0,湖南,2020-01-14 15:14:16
1,18,0.0,3.4098,0.6162,18.0,194978664,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,39,12396.13,8.058,0.45,39.0,195052620,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,56,1930.8,191.32,0.28485136,10.0,194519011,0.0,56,1,0.0,湖南,2020-01-06 00:00:00
1,12,240.0,26.0,0.0216,2.0,194595841,0.0,12,1,0.0,湖南,2020-01-06 00:00:00
1,5856,29397.12,1830.0,2.5376,244.0,194790502,0.0,5856,1,0.0,湖南,2020-01-10 00:00:00
2,19416,94576.32,8092.5,22.9066,969.0,194734126,0.0,19416,5,0.0,湖南,2020-01-09 00:00:00
1,40,175.36,6.3,1.01,2.0,195060190,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
1,4,252.08,22.0,0.02,1.0,194726364,0.0,4,5,0.0,湖南,2020-01-09 00:00:00
1,160,9020.8,1000.0,0.8,40.0,194546981,0.0,160,5,0.0,湖南,2020-01-06 00:00:00
3,12,6192.0,18.0,0.09,2.0,194973060,0.0,12,5,0.0,湖南,2020-01-13 00:00:00
2,4,252.08,22.0,0.02,1.0,194544068,0.0,4,5,0.0,湖南,2020-01-06 00:00:00
1,88,664.0,10.08,0.49325,5.0,194918068,0.0,88,5,0.0,湖南,2020-01-12 09:58:01
2,1702,16052.74,571.72,6.0812205,279.0,194899190,0.0,1702,5,0.0,湖南,2020-01-11 00:00:00
1,24,252.22,6.816,1.1748,1.0,195041886,0.0,24,5,0.0,湖南,2020-01-14 00:00:00
0,1,196.0,0.003,0.002,1.0,195064711,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,27,0.0,0.398,0.056,27.0,195049580,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,66,14171.61,3.765,0.116,66.0,195045723,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,55,12474.6,2.48,0.105,55.0,195037569,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,11,0.0,0.059,0.029,11.0,195030581,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
1,28,19560.0,23.0,66.39328,4.0,195053315,0.0,28,5,0.0,湖南,2020-01-14 00:00:00
0,91,24063.2,2.15,0.113,91.0,195064687,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,5160,21672.0,1057.8,12.9,258.0,194852541,0.0,5160,1,0.0,湖南,2020-01-10 00:00:00
1,1164,4025.0,125.731,1.735523,37.5,195043380,0.0,1164,5,0.0,湖南,2020-01-14 00:00:00
1,460,2123.32,66.505,0.7238935,15.35,194987410,0.0,460,5,0.0,湖南,2020-01-13 00:00:00
2,16457,70186.82,1898.075,23.47585265,506.0,194989653,0.0,16457,5,0.0,湖南,2020-01-13 00:00:00
1,101,6060.0,47.13333333,0.84166667,16.83333333,195052421,0.0,101,5,0.0,湖南,2020-01-14 00:00:00
1,352,2845.64,81.19,1.110947,16.5,195036135,0.0,352,5,0.0,湖南,2020-01-14 00:00:00
1,72,720.0,3.62,0.1146,2.0,195036397,0.0,72,5,0.0,湖南,2020-01-14 00:00:00
1,27880,112776.65,2958.0,43.76782,960.0,195050787,0.0,27880,5,0.0,湖南,2020-01-14 00:00:00
0,8,1660.0,0.077,0.01,8.0,195105277,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,12,2578.0,3.9032,0.2668,12.0,195105298,0.0,0,5,368.0,湖南,2020-01-14 00:00:00
0,12,4456.0,0.2249,0.0411,12.0,195105306,0.0,0,5,1033.0,湖南,2020-01-14 00:00:00
1,420,1218.0,50.4,1.029,21.0,195052708,0.0,420,5,0.0,湖南,2020-01-14 00:00:00
0,1,0.0,0.003,0.001,1.0,195111560,0.0,0,5,0.0,湖南,2020-01-15 08:43:16
0,4,909.5,0.118,0.01,4.0,195111820,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,8,1440.0,7.2,0.023868,0.66666667,195054179,1966.56,8,5,0.0,湖南,2020-01-14 00:00:00
1,42,13121.28,42.0,0.11966839,3.5,195050320,0.0,42,5,0.0,湖南,2020-01-14 00:00:00
1,12,2040.0,10.8,0.035802,1.0,195052834,1966.56,12,5,0.0,湖南,2020-01-14 00:00:00
1,124,32762.8,147.33333334,0.67057732,17.66666666,195045626,10.0,124,5,0.0,湖南,2020-01-14 00:00:00
1,6,1488.96,8.6,0.03841266,1.0,194798437,0.0,6,5,0.0,湖南,2020-01-10 00:00:00
1,7,0.0,10.03333333,0.04481477,1.16666667,195036084,1768.36,7,5,0.0,湖南,2020-01-14 00:00:00
1,24,3408.0,21.6,0.071604,2.0,194997213,19972.8,24,5,0.0,湖南,2020-01-13 00:00:00
1,24,7380.6,25.7,0.07423163,2.0,194960912,0.0,24,5,0.0,湖南,2020-01-13 00:00:00
1,9,0.0,40.5,0.18,9.0,194926519,0.0,9,5,0.0,湖南,2020-01-12 00:00:00
1,9,0.0,40.5,0.18,9.0,194923237,0.0,9,5,0.0,湖南,2020-01-12 00:00:00
1,29,1331.4,19.93,0.20782,5.0,195047829,0.0,29,5,0.0,湖南,2020-01-14 00:00:00
1,4060,24397.0,882.54,11.6064,380.0,194984006,0.0,4060,1,0.0,湖南,2020-01-04 00:00:00
0,3,1738.4,0.024,0.011,3.0,195126988,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,41,8416.0,0.74,0.057,41.0,195115831,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,18,0.0,4.06875,0.62895833,1.02083333,195133136,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,4,10.5,0.1875,0.00291666,0.29166666,195134840,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,24,17177.76,0.048,0.072,24.0,194763920,0.0,24,5,0.0,湖南,2020-01-09 00:00:00
1,6,5822.28,0.012,0.018,6.0,195119265,0.0,6,5,0.0,湖南,2020-01-15 00:00:00
1,232,0.0,36.2458,3.3252,232.0,194977812,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,1,0.0,0.002,0.003,1.0,195055573,0.0,0,5,0.0,湖南,2020-01-14 15:42:36
2,2572,6262.9,76.42,1.0917,54.0,195059194,0.0,2572,5,0.0,湖南,2020-01-14 00:00:00
2,198,180.0,27.5,0.56826,11.0,195062176,0.0,198,5,0.0,湖南,2020-01-14 00:00:00
0,3,668.0,0.0018,0.0012,3.0,195105304,0.0,0,5,200.0,湖南,2020-01-14 00:00:00
1,8,7235.92,0.016,0.024,8.0,195120052,0.0,8,5,0.0,湖南,2020-01-15 00:00:00
1,635,3347.5,820.3,12.1562,77.0,194976598,0.0,635,1,0.0,湖南,2020-01-13 00:00:00
1,4,30.12,17.2,0.02956034,1.0,194751526,0.0,4,1,0.0,湖南,2020-01-09 00:00:00
2,4,30.12,17.2,0.02956034,1.0,194751464,0.0,4,1,0.0,湖南,2020-01-09 00:00:00
2,28,0.0,9.408,0.084,28.0,195061850,0.0,28,5,0.0,湖南,2020-01-14 00:00:00
1,144,0.0,48.384,0.432,144.0,195065634,0.0,144,5,0.0,湖南,2020-01-14 00:00:00
0,1,0.0,0.002,0.003,1.0,195139750,0.0,0,5,0.0,湖南,2020-01-15 14:43:56
1,96,0.0,10.712,0.08,4.0,195122332,842.6,96,5,0.0,湖南,2020-01-15 00:00:00
1,2,0.0,0.006,0.006,2.0,195127817,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,3,0.0,0.009,0.009,3.0,195127579,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,3,0.0,0.009,0.009,3.0,195127155,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,11,0.0,0.148,0.047,11.0,195064931,438.4,0,5,0.0,湖南,2020-01-14 00:00:00
0,289,56046.1,12.907,0.551,289.0,194839011,0.0,0,5,0.0,湖南,2020-01-10 00:00:00
1,625,3075.0,136.17,0.4644,25.0,195118779,0.0,625,5,0.0,湖南,2020-01-15 00:00:00
1,2016,0.0,621.6,880.264224,84.0,195115039,9475.2,2016,5,0.0,湖南,2020-01-15 00:00:00
0,1,0.0,0.002,0.003,1.0,195139883,0.0,0,5,0.0,湖南,2020-01-15 14:45:06
1,108,547.37,10.34105303,0.25776909,4.20227273,195005565,0.0,108,5,0.0,湖南,2020-01-14 00:00:00
0,2,0.0,0.004,0.006,2.0,195151884,0.0,0,5,0.0,湖南,2020-01-15 16:31:52
1,246,1467.8,79.752,0.143725,7.0,195025000,0.0,246,5,0.0,湖南,2020-01-14 00:00:00
1,810,2754.0,67.5,0.55368,9.0,195125908,0.0,810,5,0.0,湖南,2020-01-15 00:00:00
1,11,0.0,5.68333333,0.0055,1.83333333,195152826,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,6,216.0,0.66,0.006,6.0,195159408,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,1,0.0,0.002,0.003,1.0,195055425,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,10,2989.66,0.272,0.051,10.0,195025478,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
1,120,464.0,16.32,0.99975,3.0,195135065,0.0,120,5,0.0,湖南,2020-01-15 00:00:00
1,72,1807.2,30.0,0.402,6.0,195114134,0.0,72,5,0.0,湖南,2020-01-15 00:00:00
1,1,4.0,0.205,0.0025,0.05,195143059,0.0,1,5,0.0,湖南,2020-01-15 00:00:00
0,29,1705.15,4.17,0.029,29.0,195160395,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,1,888.0,0.01,0.01,1.0,195175699,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,4,1762.0,0.0546,0.024,4.0,195175710,0.0,0,5,100.0,湖南,2020-01-15 00:00:00
0,3,1454.0,0.0356,0.005,3.0,195175717,0.0,0,5,679.0,湖南,2020-01-15 00:00:00
1,16,147.17,2.0,0.02,2.0,195016674,0.0,16,5,0.0,湖南,2020-01-14 00:00:00
2,1498,15106.58,426.32,3.2438924,156.0,194997299,0.0,1498,1,0.0,湖南,2020-01-13 00:00:00
1,644,6246.83,620.56,3.53359251,178.0,194953290,0.0,644,5,0.0,湖南,2020-01-13 00:00:00
1,72,788.06,36.0,1.0,36.0,195016664,0.0,72,5,0.0,湖南,2020-01-14 00:00:00
1,442,3845.47,144.5,2.64337125,106.0,195016719,0.0,442,5,0.0,湖南,2020-01-14 00:00:00
1,60,184.0,2.5,0.02050667,0.33333333,195119860,0.0,60,5,0.0,湖南,2020-01-15 00:00:00
1,60,184.0,2.5,0.02050667,0.33333333,195135615,0.0,60,5,0.0,湖南,2020-01-15 00:00:00
1,593,5695.86,176.085,1.68251018,140.0,194929670,0.0,593,5,0.0,湖南,2020-01-12 00:00:00
1,1028,9218.73,338.12,5.60886937,204.0,194877378,0.0,1028,5,0.0,湖南,2020-01-11 00:00:00
1,340,3423.02,87.32,0.61157513,23.0,194877387,0.0,340,5,0.0,湖南,2020-01-11 00:00:00
1,532,5318.43,149.91,1.59803188,73.0,194877380,0.0,532,5,0.0,湖南,2020-01-11 00:00:00
0,4,459.0,0.08,0.02,4.0,195182155,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
1,1,0.0,0.03,0.001,1.0,195140410,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,432,2437.21,124.56,2.33856,36.0,195116017,0.0,432,5,0.0,湖南,2020-01-14 00:00:00
1,864,2280.96,240.48,0.84534,72.0,195021149,0.0,864,5,0.0,湖南,2020-01-14 00:00:00
0,25,4913.09,1.152,0.043,25.0,195117624,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,16,0.0,22.93333333,0.10243376,2.66666667,195133995,4113.94,16,5,0.0,湖南,2020-01-15 00:00:00
0,3,0.0,4.3,0.01920633,0.5,195134684,865.83,3,5,0.0,湖南,2020-01-15 00:00:00
0,9,0.0,10.35,0.04424682,1.25,195134260,2047.83,9,5,0.0,湖南,2020-01-15 00:00:00
1,18,2586.6,4.83333334,0.02179042,0.83333334,194982039,543.76,18,5,0.0,湖南,2020-01-13 00:00:00
1,68,1754.08,16.58,0.76661761,3.0,195159237,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,240,1419.12,29.96,0.3704,10.0,195113042,0.0,240,5,0.0,湖南,2020-01-15 00:00:00
2,32,5260.8,0.208,0.112,32.0,195064692,438.4,32,5,0.0,湖南,2020-01-14 00:00:00
1,1578,16612.8,146.62,3.21,107.0,195153110,0.0,1578,5,0.0,湖南,2020-01-15 00:00:00
1,270,756.0,3.6,0.18,18.0,195136346,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,6,1905.0,8.6,0.03841266,1.0,195138209,35996.4,6,5,0.0,湖南,2020-01-15 00:00:00
1,12,1804.8,13.6,1.64,3.0,195041138,0.0,12,5,0.0,湖南,2020-01-14 00:00:00
1,12,2977.92,17.2,0.07682532,2.0,195023210,0.0,12,5,0.0,湖南,2020-01-14 00:00:00
1,187,1465.6,68.25,0.19417833,14.45833333,195199971,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,2400,2500.0,1320.0,2.49324,100.0,195019056,0.0,2400,5,0.0,湖南,2020-01-16 00:00:00
1,12,69.6,2.0,0.016,0.8,195202883,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,24,20.0,5.0,0.02,2.0,195141390,0.0,24,5,0.0,湖南,2020-01-15 00:00:00
1,67,749.7,24.11458334,0.30908219,6.51011904,195203033,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,7,910.0,5.83333333,0.0035,1.16666667,195139179,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,40,2700.0,68.16666667,0.10613333,6.66666666,195135532,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,50,330.26,13.78916667,0.26216674,3.13452381,195204412,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,1766,16634.47,628.18,6.930947,281.0,194922153,0.0,1766,5,0.0,湖南,2020-01-12 00:00:00
1,10,107.38,4.9,0.01211,1.0,194953267,0.0,10,5,0.0,湖南,2020-01-13 00:00:00
1,120,1156.92,467.6,2.34,84.0,194953251,0.0,120,5,0.0,湖南,2020-01-13 00:00:00
1,300,2745.53,140.75,0.4,210.0,195044679,0.0,300,5,0.0,湖南,2020-01-14 00:00:00
1,100,1228.25,10.0,0.1,10.0,195036659,0.0,100,5,0.0,湖南,2020-01-14 00:00:00
1,32,176.64,4.0,0.1,1.0,195112745,0.0,32,5,0.0,湖南,2020-01-15 00:00:00
0,3,0.0,0.1008,0.009,3.0,195192273,0.0,0,5,0.0,湖南,2020-01-16 10:25:12
0,4,0.0,0.04,0.04,4.0,195192454,0.0,0,5,0.0,湖南,2020-01-16 10:26:52
0,3,585.0,0.449,0.023,3.0,195196286,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,84,788.36,16.28966667,0.62140477,7.37380953,195204077,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,428,4288.99,121.425,1.55509632,129.5,195036677,0.0,428,1,0.0,湖南,2020-01-14 00:00:00
1,371,3614.24,131.75,1.91555595,72.9,195036685,0.0,371,1,0.0,湖南,2020-01-14 00:00:00
1,80,853.21,42.4,0.08,8.0,195038432,0.0,80,5,0.0,湖南,2020-01-14 00:00:00
1,348,3218.24,115.6,1.2952305,127.0,194953288,0.0,348,5,0.0,湖南,2020-01-13 00:00:00
1,120,1473.9,12.0,0.12,12.0,195036715,0.0,120,5,0.0,湖南,2020-01-14 00:00:00
1,56,65.0,2.58333333,0.09166667,0.58333333,194963360,0.0,0,5,0.0,湖南,2020-01-13 00:00:00
0,1,0.0,0.03,0.01,1.0,195207305,0.0,0,5,0.0,湖南,2020-01-16 14:29:01
0,679,8173.8,43.44217709,2.7757816,27.36319443,195205713,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
0,2,0.0,0.004,0.006,2.0,195207933,0.0,0,5,0.0,湖南,2020-01-16 14:33:57
2,43200,132624.0,1800.0,14.7648,240.0,194813035,0.0,43200,5,0.0,湖南,2020-01-10 00:00:00
1,9,0.0,40.5,0.18,9.0,194926554,0.0,9,5,0.0,湖南,2020-01-12 00:00:00
1,72,230.4,3.3,0.048,3.0,195202139,0.0,72,5,0.0,湖南,2020-01-16 00:00:00
1,1,73.0,0.336,0.003,1.0,195198288,0.0,1,5,0.0,湖南,2020-01-16 00:00:00
0,6,1265.92,6.25,0.01891536,0.5,195138154,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,98,586.0,40.324,0.32636,6.8,195209239,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,116,1120.8,29.25,0.1646,6.0,195115106,0.0,116,5,0.0,湖南,2020-01-15 00:00:00
1,196,742.84,8.58333333,0.59166667,5.66666667,195052746,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
1,52,315.0,11.41666667,0.43756248,2.58333333,195052240,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
1,32,185.6,3.50666666,0.1025,1.66666667,195052546,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,12,3662.87,12.5,0.0378307,1.0,195129983,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,18,168.8,4.66333333,0.41166667,1.66666667,195043576,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,1,201.65,0.08333333,0.00291667,0.08333333,195129129,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,1,201.65,0.08333333,0.00291667,0.08333333,195128914,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,12,2561.42,5.3,0.03724973,1.0,195128799,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,1,201.65,0.08333333,0.00291667,0.08333333,195127691,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,12,2561.42,5.3,0.03724973,1.0,195127514,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,1,201.65,0.08333333,0.00291667,0.08333333,195127218,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
3,756,2293.2,262.5,21.105,42.0,194926033,0.0,0,5,0.0,湖南,2020-01-12 00:00:00
0,24,4839.5,2.0,0.07,2.0,195124465,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,48,9678.99,4.0,0.14,4.0,195123808,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,48,9678.99,4.0,0.14,4.0,195123682,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,48,9678.99,4.0,0.14,4.0,195123543,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
1,254,1261.24,58.76,0.269308,8.5,195037684,0.0,254,1,0.0,湖南,2020-01-14 00:00:00
0,60,14461.4,28.0,0.1806614,5.0,195122600,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
2,26,1800.0,45.5,0.07193333,4.33333333,195202573,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
1,103540,129356.79,6563.5,1102.97,2295.0,195201392,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
0,357,83677.98,340.125,1.02705255,29.75,195126657,35996.4,357,5,0.0,湖南,2020-01-15 00:00:00
0,3,463.0,2.7,0.0089505,0.24999999,195126414,0.0,3,5,0.0,湖南,2020-01-15 00:00:00
0,3,463.0,2.7,0.0089505,0.24999999,195126407,0.0,3,5,0.0,湖南,2020-01-15 00:00:00
0,3,463.0,2.7,0.0089505,0.24999999,195126403,0.0,3,5,0.0,湖南,2020-01-15 00:00:00
0,48,7603.0,43.2,0.143208,3.99999999,195126428,0.0,48,5,0.0,湖南,2020-01-15 00:00:00
0,48,7603.0,43.2,0.143208,3.99999999,195126393,0.0,48,5,0.0,湖南,2020-01-15 00:00:00
0,31,5598.72,0.468,0.049,31.0,195216082,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,65,3363.18,8.467,0.077,65.0,195160717,0.0,0,5,0.0,湖南,2020-01-14 00:00:00
0,6,351.9,0.018,0.006,6.0,195160055,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,2,117.3,0.006,0.002,2.0,195159932,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,126,4769.69,11.148,0.198,126.0,195159600,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,12,567.9,0.759,0.012,12.0,195159287,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,45,2259.44,1.422,0.081,45.0,195157869,0.0,0,5,0.0,湖南,2020-01-15 00:00:00
0,1,149.0,0.003,0.001,1.0,195218442,0.0,0,5,0.0,湖南,2020-01-16 00:00:00
